57.477773,-4.224721
54.5764627,-2.9335515
55.42706,-2.780914
51.3737922,-2.3623311
54.9710366,-2.3214405
54.865004,-2.239178
55.3902223,-1.6129047
55.0986127,-6.2388244
52.980051,-3.369242
55.3509017,-2.1269777
51.5650258,-1.6172697
51.9896053,-1.5808973
53.0777147,-0.9750316
56.7133173,-3.2286684
50.8191938,-2.038582
58.0316729,-5.3722567
54.5694659,-1.9830719
54.1964915,-4.4158639
55.378051,-3.435973
52.9558586,0.6634476
55.0859953,-2.2206299
52.7511759,0.4768266
53.8783396,-2.6492153
54.6981339,-6.9356615
52.5826072,-0.4227778
50.253229,-3.657526
50.5465146,-3.8426633
50.6130185,-3.8751984
55.1659599,-6.835833
50.9204924,-0.5969548
50.7436984,0.2005192
51.0556669,0.0937955
50.6919225,-2.5308154
54.381301,-0.950248
54.4339131,-3.0884338
51.4439213,-0.0342442
54.4214522,-0.53249
50.8730285,-1.6532675
54.7148461,-1.9815675
51.22117,-3.582119
54.6481041,-2.1468851
54.529171,-3.4383191
53.3163679,-4.6641687
52.5369969,0.977461
51.882499,-3.6238292
51.907384,-3.606708
51.924942,-3.4888362
51.791388,-3.369829
51.7648101,-3.5291475
51.949281,-3.629663
51.1401016,-3.7534551
51.1391413,-3.7578222
54.0786904,-1.6801975
52.7344471,-2.013595
51.615819,-4.94341
55.0889197,-4.4862631
54.1890313,-2.0908252
53.6424768,-1.8968183
55.4404599,-1.9716728
50.976014,-0.9496072
54.7541261,-2.2253389
54.489359,-5.4398187
50.497977,-4.0438848
52.4488279,-2.978912
51.5588919,-1.3491731
50.9691085,-0.9722658
54.66098,-3.3454545
51.6400605,-3.5338756
53.1411537,-3.2272533
52.7613011,-3.6207965
54.20314,-1.159268
50.9240313,-1.6710984
50.4601001,-4.040913
57.2413917,-5.9096591
52.7281518,-1.9944715
54.9529945,-3.2148146
52.5439925,-2.8153189
50.4696252,-4.6797359
50.1725929,-5.612693
50.4812301,-5.0319629
55.2262934,-6.4460774
54.8584858,-2.0155082
58.594925,-3.3904413
54.061838,-2.6693207
54.9934158,-2.4479192
50.8107172,-2.4813216
53.2510914,-0.2831176
50.0964796,-5.6520382
50.7704572,-4.5765006
54.390396,-1.136905
57.0622547,-5.9032282
55.0748453,-4.2687732
54.4199884,-1.1333005
50.471251,-4.085149
54.9196618,-2.6432209
51.2030194,-2.2424278
54.3787324,-1.2926981
53.2058899,-3.2774511
52.2790801,-3.8567754
50.5309411,-4.5880801
50.5547958,-4.6090771
50.5091115,-4.5665178
50.4831619,-4.5750362
51.3510649,-1.4748248
50.537214,-3.8781469
52.7720737,-2.0439308
57.1686842,-3.2306408
56.722015,-5.24266
51.0768476,-3.1718055
51.223953,-3.728725
54.6630017,-2.2535619
51.8247245,-3.6838747
55.2313163,-1.5337713
54.0794939,-2.7472247
52.540922,-2.8106307
50.6184364,-4.6479636
50.7614743,0.1970783
54.5414451,-3.2756091
51.7059207,-2.212433
52.1914343,-4.4068009
54.278554,-0.6883051
54.3033969,-2.1906453
54.4662328,-0.8988572
55.7169445,-5.7140788
49.448245,-2.6361251
51.143415,-3.162831
51.9614578,0.9940205
54.8561503,-1.9523603
50.8717238,-0.1950777
54.3753686,-3.2843497
51.0843794,-1.9881609
50.918026,-0.115824
54.60188,-6.04436
52.188983,-3.7437064
56.0708011,-3.451813
51.133862,-3.641143
51.134614,-3.6462346
50.5555259,-3.9185897
51.454553,-3.6127719
55.495952,-1.635481
53.160865,-0.3711511
50.5970096,-1.9607704
50.225631,-3.8112819
52.272222,-3.688889
55.1747134,-2.4748689
55.2331047,-2.1030003
55.4974224,-1.636659
55.4109175,-3.1416719
51.1330777,-3.6406135
51.1331438,-3.6404024
51.1573065,-3.6810839
51.1227245,1.0540808
54.2143139,-0.288008
52.5736836,-0.5532201
50.8354909,0.0814117
51.9597107,1.0201515
52.8480307,-4.5198232
50.97236,-2.165254
54.0714469,-4.6191995
58.2299883,-7.0277842
51.676466,-3.483457
52.0078467,-5.0666841
49.914774,-6.311132
54.5237502,-3.2468476
51.8082453,-3.9189845
54.0124772,-2.3696026
52.5499562,-3.7563898
57.2508291,-3.3780425
58.146225,-5.2426102
57.0525971,-2.8665922
54.2816657,-4.5916867
54.5536766,-2.9500673
57.3427725,-3.3495285
55.0754418,-4.5528966
51.6742177,-3.6522502
51.6736976,-3.6317751
51.1388869,-3.7605459
54.3895187,-0.6949933
54.4016748,-0.7164058
50.1364168,-5.3506778
50.221352,-5.3863398
50.05,-5.2
54.1232339,-1.811576
54.5952216,-2.0877125
58.049941,-6.441388
54.4926286,-1.0987772
54.3737506,-1.9271459
54.3406722,-3.0232531
51.435811,0.0191339
52.2666522,-3.6081009
51.4718528,-1.8307164
50.6584229,-3.5831246
47.88,13.66
-22.08,-42.07
44.14,-65.59
50.9,-114.2
-45.04,-72.56
53.59,-112.88
44.74,-81.23
53.84,-113.41
45.16,-81.52
48.4,-123.3
49.67,-110.17
45.64,-65.1
45.66,-81.97
49.12,-107.42
45.22,-66.13
52.89,-118.04
44.39,-65.23
46.1,-81.39
46.82,-64.97
44.59,-84.74
54.71,-111.39
49.1,-122.2
45.46,-71.15
47.38,-66.88
44.92,-76.94
44.2,-109.6
45.38,-71.91
41.97,-82.52
48.41,-91.54
50.04,-100.2
48.53,-53.95
44.94,-79.51
49.05,-113.91
59.8,-112
-21.46,-68.54
-30.67,-71.67
-30.1,-70.81
-24.16,-70.16
-23.66,-70.4
28.6,117.65
30.53,91.2
32.5,80.12
35.26,112.04
22.48,114.54
33.06,120.82
35.05,108.65
3.23,-75.17
43.14,16.84
46.16,16
45.62,17.4
49.5,18.5
50.84,15.33
55,12.35
43.99,6.98
44.19,-3.58
45.79,2
42.94,0.14
50.6,6.43
50.55,9.68
54.31,8.38
50.45,10.04
53.77,7.7
52.7,12.48
47.65,12.58
38.16,20.65
48.05,20.53
47.55,21.12
46.38,18.27
51.8969,-10.0894
54.07,-9.69
30.58,34.82
45.79,7.48
34.68,133.55
24.32,123.88
34.2,139.13
36.02,136.59
28.18,-102.81
-25.12,15.99
53.44,5.5
53.35,6.19
-43.6,170.35
-36.17,175.38
-19.06,-169.92
-19,-169.85
-46.9,168.13
-41.16,175.4
-41.38,173.07
49.2,22.47
53.98,20.4
52.75,17.64
50.85,15.38
52.09,21.41
50,18.73
49.59,19.3
40.05,-7.95
38.2,-7.5
41.33,-7.47
49.4,18.5
49.03,22.36
-26.15,20.26
36.67,129.11
42.31,2.71
37.15,-3.17
39.8,-1.06
42.32,2.66
28.3,-16.44
42.67,-2.28
41.66,-5.2672
37.48,-3.04
41.26,-1.59
40.23,-0.68
28.3,-16.6
40.23,-1.42
28.48,-17.83
28.44,-14.1
28.12,-16.5
27.97,-15.6
40.25,-5.45
40.42,-5.17
36.88,-3.74
42.85,-2.8
39.6,3.13
28.45,-16.46
28.71,-17.86
42.01,-2.01
38.42,-4.08
40.08,3.88
39.82,-5.94
42.01,0.8
43.49,-7.6
41.78,-2.92
39.66,3.12
37.56,1.87
42.38,-8.93
42.59,0.97
28.41,-16.41
42.11,-4.64
38.08,-2.69
40.12,3.01
40.13,-1.99
40.41,-1.47
38.76,2.38
38.3,-2.66
37.92,-6.18
37.09,-3.3819
37.65,-3.9
42.24,-6.8
38.52,4.31
42.82,-0.95
62.82,20.54
24.12,121.29
50.56,-4.63
51.86,-3.47
51.1,-2.03
38,-105.7
54.71,-6.9
52.28,-3.64
51.14,-3.65
55.09,-4.37
56.63,-6.56
49.43,-2.37
55.34,-3.44
59.37,-2.42
54.38,-0.75
55.32,-2.34
-25.07,-130.1
57.24,-3.35
50.08,-4.08
51.06,-0.69
50.14,-5.58
52.76,-4.79
54.3,-2.11
45.68,-69.33
40.96,-112.21
33.26,-116.4
38.68,-109.57
30.31,-97.96
41.68,-86.99
29.22,-103.24
29.53,-104.15
25.86,-81.03
34.8,-111.8
38.58,-107.74
29.57,-102.9
30.1,-98.42
35.93,-82.02
33.25,-116.37
48.02,-99.21
37.63,-112.17
35.97,-92.89
34.56,-111.85
38.33,-109.88
38.36,-111.26
36.78,-103.97
37.64,-112.85
44.03,-114.81
36.06,-107.97
41.65,-77.82
32.01,-109.36
42.09,-113.7
36.58,-103.31
34.11,-99.75
33.48,-108.92
34.73,-112.02
43.43,-113.48
38.47,-107.17
45.73,84.85
38.51,-109.74
36.51,-117.08
29.96,-100.94
40.52,-109.02
41.9,-85.86
30.2,-98.09
35.04,-108.35
40.9,-111.59
30.51,-98.82
31.2,-111.63
35.37,-111.45
38.91,-105.29
35.91,-105.15
33.6,-111.72
30.27,-98.87
38.58,-112.33
40.66,-81.34
48.7,-113.72
38.57,-110.71
37.18,-109.92
36.06,-112.12
39.01,-114.22
37.73,-105.51
30.08,-103.81
28.6,-81.82
42.23,-88.07
45.78,-84.78
39.69,-110.8
41.63,-87.94
30.56,-98.36
37.28,-109.12
40.39,-104.07
37.62,-78.81
40.61,-111.41
33.87,-115.9
33.08,-116.6
36.9,-112.75
31.84,-110.35
45.85,-68.75
43.68,-114.37
47.46,-87.9
27.56,-81.02
37.5,-112
41.83,-84.26
33.14,-96.97
48.18,-114.91
30.24,-98.62
37.19,-86
41.74,-119.59
46.05,-104.46
42.61,-100.88
37.18,-108.49
40.38,-87.97
30.37,-98.12
37.63,-79.54
37.6,-110.01
44.87,-83.33